sep=;
Window;1;Frequency Sweep
Trace;1;
100000;6,43060302734375;
1100900,9009009008296;5,143779754638671875;
2101801,8018018016592;0,8742828369140625;
3102702,7027027024888;0,475250244140625;
4103603,6036036033183;5,110393524169921875;
5104504,5045045046136;5,60868072509765625;
6105405,4054054059088;4,22660064697265625;
7106306,3063063072041;4,29204559326171875;
8107207,2072072084993;3,674564361572265625;
9108108,1081081088632;4,24034881591796875;
10109009,009009009227;3,81714630126953125;
11109909,909909909591;3,668792724609375;
12110810,810810809955;4,051319122314453125;
13111711,711711710319;3,56713104248046875;
14112612,612612610683;3,964626312255859375;
15113513,513513511047;4,324718475341796875;
16114414,414414411411;4,094776153564453125;
17115315,315315313637;3,48664093017578125;
18116216,216216214001;3,691051483154296875;
19117117,117117114365;4,052303314208984375;
20118018,018018014729;4,36196136474609375;
21118918,918918915093;4,162601470947265625;
22119819,819819815457;4,523479461669921875;
23120720,720720715821;3,9547119140625;
24121621,621621616185;4,745456695556640625;
25122522,522522516549;3,9317626953125;
26123423,423423416913;3,885860443115234375;
27124324,324324317276;4,36547088623046875;
28125225,22522521764;4,240848541259765625;
29126126,126126118004;4,202716827392578125;
30127027,027027018368;4,27532196044921875;
31127927,927927918732;4,313266754150390625;
32128828,828828819096;4,365985870361328125;
33129729,72972971946;4,044704437255859375;
34130630,630630619824;4,063495635986328125;
35131531,531531520188;4,184764862060546875;
36132432,432432420552;3,149585723876953125;
37133333,333333320916;4,163848876953125;
38134234,23423422128;3,667724609375;
39135135,135135121644;3,511631011962890625;
40136036,036036022007;4,271205902099609375;
41136936,936936922371;4,090267181396484375;
42137837,837837822735;3,54097747802734375;
43138738,738738723099;4,059215545654296875;
44139639,639639623463;4,5175628662109375;
45140540,540540523827;3,818866729736328125;
46141441,441441424191;3,973934173583984375;
47142342,342342324555;4,511028289794921875;
48143243,243243224919;4,203624725341796875;
49144144,144144125283;3,82857513427734375;
50145045,045045025647;4,403049468994140625;
51145945,945945926011;3,335239410400390625;
52146846,846846826375;4,266178131103515625;
53147747,747747726738;4,52367401123046875;
54148648,648648627102;3,731433868408203125;
55149549,549549527466;4,156036376953125;
56150450,45045042783;4,00989532470703125;
57151351,351351328194;4,4882659912109375;
58152252,252252228558;3,28446197509765625;
59153153,153153128922;4,229740142822265625;
60154054,054054029286;3,913318634033203125;
61154954,95495492965;4,23638916015625;
62155855,855855830014;3,716175079345703125;
63156756,756756730378;3,753314971923828125;
64157657,657657630742;3,789154052734375;
65158558,558558531106;3,975002288818359375;
66159459,459459431469;3,5695953369140625;
67160360,360360339284;3,947528839111328125;
68161261,261261239648;3,782184600830078125;
69162162,162162140012;4,36913299560546875;
70163063,063063040376;3,95584869384765625;
71163963,96396394074;3,654964447021484375;
72164864,864864841104;4,34445953369140625;
73165765,765765741467;4,338123321533203125;
74166666,666666641831;4,0408477783203125;
75167567,567567542195;4,40595245361328125;
76168468,468468442559;4,171539306640625;
77169369,369369342923;4,0728607177734375;
78170270,270270243287;3,947734832763671875;
79171171,171171143651;4,30939483642578125;
80172072,072072044015;4,59405517578125;
81172972,972972944379;3,79510498046875;
82173873,873873844743;4,520298004150390625;
83174774,774774745107;3,753170013427734375;
84175675,675675645471;3,2322235107421875;
85176576,576576545835;3,955554962158203125;
86177477,477477446198;4,1595916748046875;
87178378,378378346562;4,1633148193359375;
88179279,279279246926;4,23583221435546875;
89180180,18018014729;4,2877960205078125;
90181081,081081047654;3,960269927978515625;
91181981,981981948018;4,128360748291015625;
92182882,882882848382;3,925323486328125;
93183783,783783748746;4,354648590087890625;
94184684,68468464911;3,7194366455078125;
95185585,585585549474;3,820430755615234375;
96186486,486486449838;4,268299102783203125;
97187387,387387350202;4,383892059326171875;
98188288,288288250566;3,77510833740234375;
99189189,189189150929;4,218341827392578125;
100190090,09009005129;4,258148193359375;
101190990,99099095166;4,090450286865234375;
102191891,89189185202;4,4950103759765625;
103192792,79279275239;3,748546600341796875;
104193693,69369365275;4,005710601806640625;
105194594,59459455311;4,19097137451171875;
106195495,49549545348;4,273273468017578125;
107196396,39639635384;3,730548858642578125;
108197297,2972972542;3,8044586181640625;
109198198,19819815457;3,76540374755859375;
110199099,09909905493;3,90088653564453125;
111199999,9999999553;4,044895172119140625;
112200900,90090085566;4,2289886474609375;
113201801,80180175602;4,21425628662109375;
114202702,70270265639;3,812145233154296875;
115203603,60360355675;4,0720977783203125;
116204504,50450445712;3,788181304931640625;
117205405,40540535748;3,848766326904296875;
118206306,30630625784;3,966754913330078125;
119207207,20720715821;4,12033843994140625;
120208108,10810805857;4,15479278564453125;
121209009,00900895894;4,617511749267578125;
122209909,9099098593;4,229282379150390625;
123210810,81081075966;4,612030029296875;
124211711,71171166003;4,18782806396484375;
125212612,61261256039;4,35790252685546875;
126213513,51351346076;4,18377685546875;
127214414,41441436112;4,3905487060546875;
128215315,31531526148;4,444488525390625;
129216216,21621616185;4,16356658935546875;
130217117,11711706221;3,95552825927734375;
131218018,01801796257;4,318206787109375;
132218918,91891886294;4,104564666748046875;
133219819,8198197633;3,520709991455078125;
134220720,72072067857;4,37845611572265625;
135221621,62162157893;4,186153411865234375;
136222522,5225224793;4,323024749755859375;
137223423,42342337966;4,259777069091796875;
138224324,32432428002;4,044162750244140625;
139225225,22522518039;4,567394256591796875;
140226126,12612608075;3,489498138427734375;
141227027,02702698112;4,07958221435546875;
142227927,92792788148;4,286590576171875;
143228828,82882878184;3,9524078369140625;
144229729,72972968221;3,98517608642578125;
145230630,63063058257;3,588436126708984375;
146231531,53153148293;3,89415740966796875;
147232432,4324323833;3,816310882568359375;
148233333,33333328366;4,3099822998046875;
149234234,23423418403;4,38481903076171875;
150235135,13513508439;4,27745819091796875;
151236036,03603598475;3,6629486083984375;
152236936,93693688512;4,18431854248046875;
153237837,83783778548;3,973728179931640625;
154238738,73873868585;3,872894287109375;
155239639,63963958621;4,202789306640625;
156240540,54054048657;3,545360565185546875;
157241441,44144138694;4,382328033447265625;
158242342,3423422873;3,281696319580078125;
159243243,24324318767;3,932880401611328125;
160244144,14414408803;4,057643890380859375;
161245045,04504498839;3,7498931884765625;
162245945,94594588876;3,89450836181640625;
163246846,84684678912;4,010974884033203125;
164247747,74774768949;3,621936798095703125;
165248648,64864858985;3,530498504638671875;
166249549,54954949021;3,616596221923828125;
167250450,45045039058;3,810089111328125;
168251351,35135129094;4,1916656494140625;
169252252,25225219131;4,06671905517578125;
170253153,15315309167;4,53119659423828125;
171254054,05405399203;4,388092041015625;
172254954,9549548924;4,070590972900390625;
173255855,85585579276;4,094791412353515625;
174256756,75675669312;4,24964141845703125;
175257657,65765759349;4,3257904052734375;
176258558,55855849385;4,291656494140625;
177259459,45945939422;3,884235382080078125;
178260360,36036029458;3,615474700927734375;
179261261,26126119494;4,080562591552734375;
180262162,16216209531;3,857666015625;
181263063,06306299567;4,4187774658203125;
182263963,96396389604;3,5879669189453125;
183264864,8648647964;4,0618743896484375;
184265765,76576569676;4,20778656005859375;
185266666,66666659713;3,816600799560546875;
186267567,56756749749;3,70664215087890625;
187268468,46846839786;3,83446502685546875;
188269369,36936929822;4,081005096435546875;
189270270,27027019858;3,8177337646484375;
190271171,17117109895;3,725433349609375;
191272072,07207199931;3,597339630126953125;
192272972,97297289968;4,0216827392578125;
193273873,87387380004;3,82375335693359375;
194274774,7747747004;3,8751373291015625;
195275675,67567560077;4,00522613525390625;
196276576,57657650113;3,715358734130859375;
197277477,47747740149;3,665767669677734375;
198278378,37837830186;3,5065155029296875;
199279279,27927920222;3,4175567626953125;
200280180,18018010259;3,54878997802734375;
201281081,08108100295;4,189136505126953125;
202281981,98198190331;3,8519744873046875;
203282882,88288280368;3,554973602294921875;
204283783,78378370404;4,056850433349609375;
205284684,68468460441;3,514972686767578125;
206285585,58558550477;3,87902069091796875;
207286486,48648640513;3,67034912109375;
208287387,3873873055;3,643016815185546875;
209288288,28828820586;3,91851806640625;
210289189,18918910623;4,108959197998046875;
211290090,09009000659;3,87722015380859375;
212290990,99099090695;3,535915374755859375;
213291891,89189180732;3,64099884033203125;
214292792,79279270768;3,824832916259765625;
215293693,69369360805;4,65186309814453125;
216294594,59459450841;3,9966278076171875;
217295495,49549540877;3,56157684326171875;
218296396,39639630914;4,59323883056640625;
219297297,2972972095;3,857311248779296875;
220298198,19819810987;4,204212188720703125;
221299099,09909901023;4,18956756591796875;
222299999,99999991059;3,871662139892578125;
223300900,90090081096;3,747829437255859375;
224301801,80180171132;3,5869598388671875;
225302702,70270261168;3,597808837890625;
226303603,60360351205;3,916469573974609375;
227304504,50450441241;3,771282196044921875;
228305405,40540531278;4,3740386962890625;
229306306,30630621314;3,6925506591796875;
230307207,2072071135;4,065944671630859375;
231308108,10810801387;3,313282012939453125;
232309009,00900891423;3,77484893798828125;
233309909,9099098146;3,932376861572265625;
234310810,81081071496;3,68683624267578125;
235311711,71171161532;3,49993896484375;
236312612,61261251569;4,3329010009765625;
237313513,51351341605;3,68448638916015625;
238314414,41441431642;3,4847869873046875;
239315315,31531521678;3,508121490478515625;
240316216,21621611714;3,791774749755859375;
241317117,11711701751;3,5931549072265625;
242318018,01801791787;3,166351318359375;
243318918,91891881824;3,713558197021484375;
244319819,8198197186;3,9463043212890625;
245320720,72072061896;3,110919952392578125;
246321621,62162151933;3,3720703125;
247322522,52252241969;3,6020050048828125;
248323423,42342332006;4,14780426025390625;
249324324,32432422042;3,256855010986328125;
250325225,22522512078;3,653736114501953125;
251326126,12612602115;4,557147979736328125;
252327027,02702692151;3,82524871826171875;
253327927,92792782187;3,41814422607421875;
254328828,82882872224;3,552204132080078125;
255329729,7297296226;3,61182403564453125;
256330630,63063052297;3,490093231201171875;
257331531,53153142333;3,728206634521484375;
258332432,43243232369;3,751911163330078125;
259333333,33333322406;3,20323944091796875;
260334234,23423412442;2,89490509033203125;
261335135,13513502479;3,807521820068359375;
262336036,03603592515;4,00267791748046875;
263336936,93693682551;3,890949249267578125;
264337837,83783772588;3,32280731201171875;
265338738,73873862624;3,555072784423828125;
