sep=;
Window;1;Frequency Sweep
Trace;1;
100000;3,147182464599609375;
1100900,9009009008296;6,687808990478515625;
2101801,8018018016592;-0,1717739105224609375;
3102702,7027027024888;1,3505802154541015625;
4103603,6036036033183;-0,461154937744140625;
5104504,5045045046136;6,519367218017578125;
6105405,4054054059088;3,958644866943359375;
7106306,3063063072041;4,32138824462890625;
8107207,2072072084993;3,37827301025390625;
9108108,1081081088632;3,76665496826171875;
10109009,009009009227;3,596057891845703125;
11109909,909909909591;3,834201812744140625;
12110810,810810809955;4,079891204833984375;
13111711,711711710319;3,506771087646484375;
14112612,612612610683;3,77105712890625;
15113513,513513511047;4,285491943359375;
16114414,414414411411;4,225460052490234375;
17115315,315315313637;3,91701507568359375;
18116216,216216214001;3,495700836181640625;
19117117,117117114365;4,16442108154296875;
20118018,018018014729;3,82631683349609375;
21118918,918918915093;4,45954132080078125;
22119819,819819815457;4,9597015380859375;
23120720,720720715821;3,7678985595703125;
24121621,621621616185;4,68891143798828125;
25122522,522522516549;4,32213592529296875;
26123423,423423416913;3,92604827880859375;
27124324,324324317276;4,691837310791015625;
28125225,22522521764;4,8212738037109375;
29126126,126126118004;4,113315582275390625;
30127027,027027018368;4,58737945556640625;
31127927,927927918732;4,7579803466796875;
32128828,828828819096;4,375110626220703125;
33129729,72972971946;4,24124908447265625;
34130630,630630619824;4,353572845458984375;
35131531,531531520188;4,2377471923828125;
36132432,432432420552;3,75264739990234375;
37133333,333333320916;4,003452301025390625;
38134234,23423422128;4,221431732177734375;
39135135,135135121644;4,022003173828125;
40136036,036036022007;4,56737518310546875;
41136936,936936922371;4,487060546875;
42137837,837837822735;4,541400909423828125;
43138738,738738723099;4,478679656982421875;
44139639,639639623463;4,34020233154296875;
45140540,540540523827;3,620479583740234375;
46141441,441441424191;4,149532318115234375;
47142342,342342324555;4,746242523193359375;
48143243,243243224919;4,0554962158203125;
49144144,144144125283;3,878875732421875;
50145045,045045025647;4,333263397216796875;
51145945,945945926011;3,750965118408203125;
52146846,846846826375;4,3774261474609375;
53147747,747747726738;3,910980224609375;
54148648,648648627102;4,032093048095703125;
55149549,549549527466;3,550457000732421875;
56150450,45045042783;4,31574249267578125;
57151351,351351328194;4,75341033935546875;
58152252,252252228558;3,6960601806640625;
59153153,153153128922;4,306499481201171875;
60154054,054054029286;4,025989532470703125;
61154954,95495492965;4,28653717041015625;
62155855,855855830014;4,17244720458984375;
63156756,756756730378;3,768383026123046875;
64157657,657657630742;4,092823028564453125;
65158558,558558531106;4,6391143798828125;
66159459,459459431469;3,793140411376953125;
67160360,360360339284;3,978244781494140625;
68161261,261261239648;4,578395843505859375;
69162162,162162140012;4,42790985107421875;
70163063,063063040376;3,84215545654296875;
71163963,96396394074;4,043056488037109375;
72164864,864864841104;4,46905517578125;
73165765,765765741467;3,783809661865234375;
74166666,666666641831;3,7955474853515625;
75167567,567567542195;4,257358551025390625;
76168468,468468442559;4,1891632080078125;
77169369,369369342923;4,178226470947265625;
78170270,270270243287;4,25006103515625;
79171171,171171143651;4,290859222412109375;
80172072,072072044015;4,552722930908203125;
81172972,972972944379;4,162685394287109375;
82173873,873873844743;4,49932098388671875;
83174774,774774745107;3,73419189453125;
84175675,675675645471;3,59320831298828125;
85176576,576576545835;4,3018951416015625;
86177477,477477446198;3,95800018310546875;
87178378,378378346562;4,345996856689453125;
88179279,279279246926;4,0089569091796875;
89180180,18018014729;4,066020965576171875;
90181081,081081047654;3,98828125;
91181981,981981948018;4,24604034423828125;
92182882,882882848382;3,678165435791015625;
93183783,783783748746;3,843700408935546875;
94184684,68468464911;3,984683990478515625;
95185585,585585549474;3,790313720703125;
96186486,486486449838;4,147205352783203125;
97187387,387387350202;4,38159942626953125;
98188288,288288250566;3,81795501708984375;
99189189,189189150929;3,973354339599609375;
100190090,09009005129;4,20081329345703125;
101190990,99099095166;3,80776214599609375;
102191891,89189185202;4,716930389404296875;
103192792,79279275239;3,629238128662109375;
104193693,69369365275;3,8583221435546875;
105194594,59459455311;4,268238067626953125;
106195495,49549545348;3,9198150634765625;
107196396,39639635384;3,77330780029296875;
108197297,2972972542;3,27625274658203125;
109198198,19819815457;3,56652069091796875;
110199099,09909905493;3,6035003662109375;
111199999,9999999553;4,06688690185546875;
112200900,90090085566;4,37598419189453125;
113201801,80180175602;3,950786590576171875;
114202702,70270265639;3,82110595703125;
115203603,60360355675;4,041637420654296875;
116204504,50450445712;3,9067230224609375;
117205405,40540535748;4,069488525390625;
118206306,30630625784;3,869693756103515625;
119207207,20720715821;4,22878265380859375;
120208108,10810805857;4,257598876953125;
121209009,00900895894;4,335117340087890625;
122209909,9099098593;3,78330230712890625;
123210810,81081075966;4,38083648681640625;
124211711,71171166003;4,201595306396484375;
125212612,61261256039;4,148265838623046875;
126213513,51351346076;3,50127410888671875;
127214414,41441436112;3,674945831298828125;
128215315,31531526148;4,34461212158203125;
129216216,21621616185;3,58898162841796875;
130217117,11711706221;3,926876068115234375;
131218018,01801796257;3,600490570068359375;
132218918,91891886294;3,772289276123046875;
133219819,8198197633;3,33992767333984375;
134220720,72072067857;3,711360931396484375;
135221621,62162157893;4,41426849365234375;
136222522,5225224793;4,173648834228515625;
137223423,42342337966;4,106357574462890625;
138224324,32432428002;3,746593475341796875;
139225225,22522518039;4,064647674560546875;
140226126,12612608075;3,101963043212890625;
141227027,02702698112;4,061702728271484375;
142227927,92792788148;3,869358062744140625;
143228828,82882878184;3,515026092529296875;
144229729,72972968221;4,077632904052734375;
145230630,63063058257;3,641597747802734375;
146231531,53153148293;3,3445281982421875;
147232432,4324323833;3,90027618408203125;
148233333,33333328366;3,900882720947265625;
149234234,23423418403;3,4839935302734375;
150235135,13513508439;3,854190826416015625;
151236036,03603598475;3,716785430908203125;
152236936,93693688512;3,678188323974609375;
153237837,83783778548;3,761478424072265625;
154238738,73873868585;3,720584869384765625;
155239639,63963958621;3,873317718505859375;
156240540,54054048657;3,69219970703125;
157241441,44144138694;3,8166656494140625;
158242342,3423422873;3,383026123046875;
159243243,24324318767;3,64864349365234375;
160244144,14414408803;3,873081207275390625;
161245045,04504498839;3,44657135009765625;
162245945,94594588876;3,70781707763671875;
163246846,84684678912;3,3328399658203125;
164247747,74774768949;3,00464630126953125;
165248648,64864858985;3,117771148681640625;
166249549,54954949021;3,84560394287109375;
167250450,45045039058;3,643402099609375;
168251351,35135129094;3,449779510498046875;
169252252,25225219131;3,925518035888671875;
170253153,15315309167;4,160938262939453125;
171254054,05405399203;3,222202301025390625;
172254954,9549548924;3,239749908447265625;
173255855,85585579276;3,6339263916015625;
174256756,75675669312;3,981479644775390625;
175257657,65765759349;3,88877105712890625;
176258558,55855849385;3,905445098876953125;
177259459,45945939422;3,282054901123046875;
178260360,36036029458;3,315952301025390625;
179261261,26126119494;3,695781707763671875;
180262162,16216209531;2,959445953369140625;
181263063,06306299567;3,894428253173828125;
182263963,96396389604;3,064540863037109375;
183264864,8648647964;3,465297698974609375;
184265765,76576569676;3,83478546142578125;
185266666,66666659713;3,285236358642578125;
186267567,56756749749;2,886150360107421875;
187268468,46846839786;3,30126190185546875;
188269369,36936929822;3,151470184326171875;
189270270,27027019858;3,18939971923828125;
190271171,17117109895;3,23122406005859375;
191272072,07207199931;3,185146331787109375;
192272972,97297289968;3,308155059814453125;
193273873,87387380004;3,199253082275390625;
194274774,7747747004;2,9015960693359375;
195275675,67567560077;3,46401214599609375;
196276576,57657650113;3,521671295166015625;
197277477,47747740149;2,953273773193359375;
198278378,37837830186;2,944423675537109375;
199279279,27927920222;3,039112091064453125;
200280180,18018010259;3,03881072998046875;
201281081,08108100295;3,0265350341796875;
202281981,98198190331;3,223804473876953125;
203282882,88288280368;2,305149078369140625;
204283783,78378370404;3,74971771240234375;
205284684,68468460441;2,87345123291015625;
206285585,58558550477;3,4333343505859375;
207286486,48648640513;2,663219451904296875;
208287387,3873873055;2,855678558349609375;
209288288,28828820586;2,9362335205078125;
210289189,18918910623;2,85884857177734375;
211290090,09009000659;2,7444610595703125;
212290990,99099090695;2,670932769775390625;
213291891,89189180732;2,7111358642578125;
214292792,79279270768;3,404510498046875;
215293693,69369360805;3,32738494873046875;
216294594,59459450841;2,902141571044921875;
217295495,49549540877;2,901119232177734375;
218296396,39639630914;3,673000335693359375;
219297297,2972972095;3,4825592041015625;
220298198,19819810987;2,797542572021484375;
221299099,09909901023;3,19419097900390625;
222299999,99999991059;2,5466766357421875;
223300900,90090081096;2,668731689453125;
224301801,80180171132;2,459136962890625;
225302702,70270261168;2,426967620849609375;
226303603,60360351205;2,728687286376953125;
227304504,50450441241;2,8473052978515625;
228305405,40540531278;3,213497161865234375;
229306306,30630621314;2,550655364990234375;
230307207,2072071135;2,87696075439453125;
231308108,10810801387;2,33056640625;
232309009,00900891423;2,675983428955078125;
233309909,9099098146;2,521129608154296875;
234310810,81081071496;2,729034423828125;
235311711,71171161532;2,61627960205078125;
236312612,61261251569;3,227996826171875;
237313513,51351341605;2,57564544677734375;
238314414,41441431642;2,683986663818359375;
239315315,31531521678;2,307281494140625;
240316216,21621611714;2,94341278076171875;
241317117,11711701751;2,46985626220703125;
242318018,01801791787;2,35410308837890625;
243318918,91891881824;2,80857086181640625;
244319819,8198197186;2,94507598876953125;
245320720,72072061896;1,94272613525390625;
246321621,62162151933;2,174526214599609375;
247322522,52252241969;2,7007598876953125;
248323423,42342332006;2,984661102294921875;
249324324,32432422042;2,73954010009765625;
250325225,22522512078;2,274749755859375;
251326126,12612602115;3,288196563720703125;
252327027,02702692151;2,583896636962890625;
253327927,92792782187;2,069183349609375;
254328828,82882872224;2,33838653564453125;
255329729,7297296226;1,907207489013671875;
256330630,63063052297;2,42681884765625;
257331531,53153142333;2,40981292724609375;
258332432,43243232369;2,7054290771484375;
259333333,33333322406;2,234882354736328125;
260334234,23423412442;1,755481719970703125;
261335135,13513502479;2,45235443115234375;
262336036,03603592515;3,0175018310546875;
263336936,93693682551;2,52787017822265625;
264337837,83783772588;2,517009735107421875;
